id,crewdos,return,title,revenue,budget,year
20481,Clive Barker,0.805668545,Nightbreed,8862354,11000000,1990
5481,Mario Bava,0,Shock,0,0,1977
5482,Mario Bava,0,Rabid Dogs,0,0,1974
5485,Mario Bava,0,Baron Blood,0,0,1972
31581,Roger Corman,0,Bloody Mama,0,0,1970
22694,Roger Corman,0,The Trip,0,0,1967
7090,Edward Lachman,0.344416154,Ken Park,447741,1300000,2002
7090,Larry Clark,0.344416154,Ken Park,447741,1300000,2002
42632,DA Pennebaker,0,Monterey Pop,0,0,1968
5902,Richard Attenborough,2.306818182,A Bridge Too Far,50750000,22000000,1977
10775,Andrew Lau,0,Infernal Affairs,8708932,0,2002
10775,Alan Mak,0,Infernal Affairs,8708932,0,2002
4552,Kim Jeewoon,0,A Tale of Two Sisters,0,110,2003
12762,Woody Allen,1.325062125,Broadway Danny Rose,10600497,8000000,1984
14510,Stuart Gordon,0.280222222,From Beyond,1261000,4500000,1986
101363,Stuart Gordon,0,The Wonderful Ice Cream Suit,0,0,1998
15618,Stuart Gordon,0,Robot Jox,0,10000000,1989
24341,Stuart Gordon,0,Dolls,0,0,1987
10690,Stuart Gordon,0.06457064,Space Truckers,1614266,25000000,1996
40028,Jim Wynorski,0.5112,Not of This Earth,107352,210000,1988
26326,Allan Arkush,0,Rock 'n' Roll High School,0,300000,1979
13282,Paul Bartel,26.66666667,Death Race 2000,8000000,300000,1975
27658,Monte Hellman,0,Cockfighter,0,0,1974
22642,Roger Corman,0,A Bucket of Blood,0,50000,1959
29235,Roger Corman,0,Premature Burial,1250000,0,1962
42725,Roger Corman,0,The Wild Angels,0,0,1966
24111,Mark Robson,0,Bedlam,0,0,1946
17921,Mario Bava,0,Planet of the Vampires,0,0,1965
22627,Christopher Cain,0,Pure Country,0,0,1992
18283,Vincente Minnelli,0,Brigadoon,0,0,1954
33731,Irving Rapper,0,Marjorie Morningstar,0,0,1958
13823,John G Avildsen,0,The Power of One,0,0,1992
14108,Sam Green,0,The Weather Underground,0,0,2002
14108,Bill Siegel,0,The Weather Underground,0,0,2002
4291,Takeshi Kitano,0,Kikujiro,0,0,1999
20718,Jon Sherman,0,I'm with Lucy,0,0,2002
113,Kim Kiduk,0,"Spring, Summer, Fall, Winter... and Spring",6502364,0,2003
28476,Abe Levitow,0,The Phantom Tollbooth,0,0,1970
28476,David Monahan,0,The Phantom Tollbooth,0,0,1970
5916,Sam Peckinpah,17.54998189,The Getaway,58831997,3352254,1972
26234,Richard Fleischer,0,10 Rillington Place,0,0,1971
12205,Hideo Nakata,0,Dark Water,0,0,2002
27804,Peter Bogdanovich,0,The Thing Called Love,0,14000000,1993
46187,Pavel Chukhray,0,The Thief,0,0,1997
3001,William Wyler,0,How to Steal a Million,0,0,1966
39434,Dario Argento,0,The Stendhal Syndrome,0,0,1996
105130,SABU,0,Dangan Runner,0,0,1996
166472,Cecil B DeMille,0,Manslaughter,0,0,1922
11574,Burt Kennedy,0,Support Your Local Sheriff,0,0,1969
32450,Dennis Dugan,0,Brain Donors,918239,0,1992
62383,Charlie Peters,0,Passed Away,0,0,1992
203,Martin Scorsese,6,Mean Streets,3000000,500000,1973
38749,Marshall Herskovitz,0,Jack the Bear,0,0,1993
29740,Mervyn LeRoy,0,I Am a Fugitive from a Chain Gang,0,195845,1932
10652,John Irvin,0,Hamburger Hill,13839404,0,1987
34288,Stefan Avalos,0,The Last Broadcast,0,0,1998
34288,Lance Weiler,0,The Last Broadcast,0,0,1998
26268,Jack Smight,3.428571429,Harper,12000000,3500000,1966
33632,Richard Brooks,0,Sweet Bird of Youth,0,0,1962
25853,David Jacobson,0.576032,Dahmer,144008,250000,2002
68430,Mary Agnes Donoghue,0.548077735,Paradise,18634643,34000000,1991
43001,Serge Bourguignon,0,Sundays and Cybele,0,0,1962
42201,Alan J Pakula,0,Comes a Horseman,0,0,1978
316,Andreas Dresen,0,Grill Point,0,600000,2002
3072,Roger Corman,0,Frankenstein Unbound,0,0,1990
10355,Kang Jegyu,0,Shiri,0,5000000,1999
14554,John Sturges,2.980330448,Bad Day at Black Rock,3788000,1271000,1955
87677,Jack Perez,0,La Cucaracha,0,0,1998
250,Lasse Spang Olsen,0,In China They Eat Dogs,0,0,1999
19086,Aaron Norris,0,Delta Force 2: The Colombian Connection,6698361,0,1990
15392,Walter Hill,0,Crossroads,5738952,0,1986
43267,George Gallo,0,29th Street,0,0,1991
41277,JeanFranAois Pouliot,0,Seducing Doctor Lewis,0,0,2003
108059,Aaron Lipstadt,0,City Limits,0,0,1984
42013,Stephen Frears,0,Sammy and Rosie Get Laid,0,0,1987
54715,Edward Zwick,0,Leaving Normal,0,0,1992
631,FW Murnau,0,Sunrise: A Song of Two Humans,121,0,1927
25504,Samuel Fuller,0,Shock Corridor,0,0,1963
23855,Mick Jackson,0,The First $20 Million Is Always the Hardest,0,0,2002
1786,Louis Malle,0,Au Revoir les Enfants,0,0,1987
51182,Gough Lewis,0,Sex: The Annabel Chong Story,0,0,1999
45042,Christine Fugate,0,The Girl Next Door,0,0,1999
210937,John Putch,0,Pursuit of Happiness,0,0,2001
16219,Rowdy Herrington,0,Gladiator 1992,9,0,1992
15824,Per Fly,0,The Inheritance,0,0,2003
14258,Kim Moonsaeng,0,Wonderful Days,0,0,2003
48385,Jack Pollexfen,0,Indestructible Man,0,0,1956
27545,Roger Corman,0,The Wasp Woman,0,50000,1959
22718,Bernard L Kowalski,0,Attack of the Giant Leeches,0,0,1959
39844,Jeff Gillen,0,Deranged,0,200000,1974
39844,Alan Ormsby,0,Deranged,0,200000,1974
16914,Charles Frend,0,The Cruel Sea,0,0,1953
43011,Robert Aldrich,0,Sodom and Gomorrah,0,0,1962
11315,Takashi Miike,0,Dead or Alive,0,0,1999
35987,Max OphAls,0,Lola MontÃ¨s,0,0,1955
29146,Ralph Nelson,0.857543158,Charly,814666,950000,1968
36751,John Korty,0,Twice Upon a Time,0,0,1983
36751,Charles Swenson,0,Twice Upon a Time,0,0,1983
28758,George Pal,0,"Atlantis, the Lost Continent",0,0,1961
29592,Vincente Minnelli,0,Lust for Life,0,0,1956
439,Federico Fellini,0,La Dolce Vita,19516000,0,1960
823,Hiroyuki Okiura,0,Jin-Roh: The Wolf Brigade,0,0,1999
20289,Lili Fini Zanuck,0,Rush,0,0,1991
16905,Michael Curtiz,0,Captain Blood,0,0,1935
11417,Dick Maas,0,The Lift,0,350000,1983
11548,Matthew Robbins,0,Batteries not Included,65088797,0,1987
38291,Lewis Gilbert,0,Educating Rita,0,0,1983
41204,Roy Del Ruth,0,On Moonlight Bay,0,0,1951
20532,Kenji Mizoguchi,0,Sansho the Bailiff,0,0,1954
2546,Louis Malle,0,Zazie dans le mÃ©tro,0,0,1960
42791,Arthur Hiller,0,The Americanization of Emily,0,0,1964
22522,Charles Jarrott,0,Anne of the Thousand Days,0,0,1969
40478,Elia Kazan,0,Baby Doll,0,0,1956
5165,Michelangelo Antonioni,0,L'Avventura,0,0,1960
5722,Russ Meyer,19.13875598,Beyond the Valley of the Dolls,40000000,2090000,1970
5544,Alain Resnais,0,Hiroshima Mon Amour,0,0,1959
19128,Fritz Lang,0,"The 1,000 Eyes of Dr. Mabuse",0,0,1960
14696,Kenji Mizoguchi,0,Ugetsu,0,0,1953
51515,Hector Babenco,0.037386194,At Play in the Fields of the Lord,1345903,36000000,1991
56167,Jean Renoir,0,The Golden Coach,0,0,1952
4781,Alain Resnais,0,The War Is Over,0,0,1966
32652,Michael Curtiz,0,Mystery of the Wax Museum,0,0,1933
4909,Fred Zinnemann,0,The Day of the Jackal,0,0,1973
56135,Edmund Goulding,0,The Razor's Edge,0,0,1946
27115,Michael Curtiz,0,The Walking Dead,0,0,1936
38348,John Roberts,0,War of the Buttons,0,0,1994
35280,Robert Mulligan,0,The Other,0,0,1972
21375,Harrie Geelen,0,Dexter the Dragon & Bumble the Bear,0,0,1983
19185,Tom Savini,1.389344524,Night of the Living Dead,5835247,4200000,1990
73194,John Ford,0,Drums Along the Mohawk,0,0,1939
28257,Roy Del Ruth,0,The Maltese Falcon,0,0,1931
20643,WS Van Dyke,0,I Love You Again,0,0,1940
22596,Fred C Newmeyer,0,Safety Last!,623,0,1923
22596,Sam Taylor,0,Safety Last!,623,0,1923
36786,Fritz Lang,0,While the City Sleeps,0,0,1956
28916,Carol Reed,0,The Way Ahead,0,0,1944
27459,Alan Arkin,0,Little Murders,0,0,1971
4497,Luis BuAuel,0,Viridiana,0,0,1961
33560,Gregg Araki,0,Totally Fucked Up,0,0,1993
25224,Roger Christian,0,Masterminds,0,0,1997
42728,Francis Ford Coppola,0,You're a Big Boy Now,0,0,1966
15371,Hayao Miyazaki,0,Lupin the Third: The Castle of Cagliostro,0,0,1979
11044,Emir Kusturica,0,Arizona Dream,0,19000000,1993
39983,Hideo Nakata,0,Chaos,0,0,2000
31526,Rouben Mamoulian,2.342908438,Queen Christina,2610000,1114000,1933
31623,William A Wellman,0,Battleground,0,0,1949
27601,Lloyd Kaufman,0,Citizen Toxie: The Toxic Avenger IV,0,500000,2001
16214,Hal Needham,0,Hooper,78000000,0,1978
5071,Tony Gatlif,0,The Crazy Stranger,0,0,1997
41662,Robert Altman,0,3 Women,0,1500000,1977
95015,Marc Connelly,0,The Green Pastures,0,0,1936
95015,William Keighley,0,The Green Pastures,0,0,1936
33738,Busby Berkeley,0,Take Me Out to the Ball Game,0,0,1949
17346,Albert Maysles,0,Grey Gardens,0,0,1975
17346,David Maysles,0,Grey Gardens,0,0,1975
17346,Muffie Meyer,0,Grey Gardens,0,0,1975
17346,Ellen Hovde,0,Grey Gardens,0,0,1975
18274,George McCowan,0,Frogs,0,0,1972
13763,Albert Magnoli,9.499024583,Purple Rain,68392977,7200000,1984
67217,Werner Herzog,0,Signs of Life,0,0,1968
10498,John Badham,0,Point of No Return,0,0,1993
24731,Gregg Champion,0,Short Time,0,0,1990
11796,Patrice Leconte,0,The Hairdresser's Husband,0,0,1990
31675,Ken Hughes,0,Cromwell,0,3750000,1970
4507,Bigas Luna,0,Jamon Jamon,0,0,1992
34847,Buster Keaton,0,College,0,0,1927
34847,James W Horne,0,College,0,0,1927
32303,Andrew V McLaglen,0,Mitchell,0,0,1975
4879,George Pollock,0,Ten Little Indians,0,0,1965
24774,Akira Kurosawa,0,The Idiot,0,0,1951
41779,Beeban Kidron,0,Used People,0,0,1992
61048,Charles Vidor,0,The Swan,0,0,1956
1994,Ernest B Schoedsack,0,The Most Dangerous Game,0,200000,1932
1994,Irving Pichel,0,The Most Dangerous Game,0,200000,1932
42814,Lewis Milestone,0,The Front Page,0,0,1931
870,Takeshi Kitano,0,Dolls,0,0,2002
96255,Jean Negulesco,0,Three Came Home,0,0,1950
25495,Carol Reed,0,Our Man in Havana,0,0,1959
26319,William Keighley,0,The Man Who Came to Dinner,0,0,1942
45938,John Schlesinger,0,Sunday Bloody Sunday,0,0,1971
15573,Mark Rydell,1.25,The Cowboys,7500000,6000000,1972
41059,Leo McCarey,0,Make Way for Tomorrow,0,0,1937
39871,Billy Wilder,0,The Major and the Minor,0,0,1942
10178,Edward Dmytryk,10.875,The Caine Mutiny,21750000,2000000,1954
16391,Emeric Pressburger,0,Black Narcissus,0,424000,1947
16391,Michael Powell,0,Black Narcissus,0,424000,1947
42997,Lewis Gilbert,0,H.M.S. Defiant,0,0,1962
10734,Don Siegel,5.375,Escape from Alcatraz,43000000,8000000,1979
10949,David Lean,0,Oliver Twist,0,0,1948
258236,Herbert Wise,0,Skokie,0,0,1981
809,Andrew Adamson,6.132258387,Shrek 2,919838758,150000000,2004
809,Kelly Asbury,6.132258387,Shrek 2,919838758,150000000,2004
809,Conrad Vernon,6.132258387,Shrek 2,919838758,150000000,2004
4599,Garry Marshall,0.99437222,Raising Helen,49718611,50000000,2004
12657,Jessy Terrero,0.926396625,Soul Plane,14822346,16000000,2004
28219,Mario Van Peebles,0,Baadasssss!,365248,0,2004
59210,Roger Michell,0.4249012,The Mother,1062253,2500000,2003
13193,Brian Dannelly,0,Saved!,0,0,2004
24190,Michael Haneke,0,Time of the Wolf,0,0,2003
673,Alfonso CuarAn,6.075419646,Harry Potter and the Prisoner of Azkaban,789804554,130000000,2004
16617,Renny Harlin,0.783289963,Mindhunters,21148829,27000000,2004
246,Takeshi Kitano,0,Zatoichi,0,0,2003
8920,Peter Hewitt,4.01609068,Garfield,200804534,50000000,2004
9890,Frank Oz,1.133333333,The Stepford Wives,102000000,90000000,2004
26886,Kiyoshi Kurosawa,0,Bright Future,0,0,2003
26254,Nickolas Perry,0,The Hunting of the President,0,0,2004
26254,Harry Thomason,0,The Hunting of the President,0,0,2004
8193,Jared Hess,115.2952425,Napoleon Dynamite,46118097,400000,2004
47821,Roland JoffA,0.543848926,City of Joy,14683921,27000000,1992
26142,Randa Haines,3.176742083,The Doctor,38120905,12000000,1991
42122,Peter Yates,0,The Dresser,0,0,1983
65137,Darrell James Roodt,0,Father Hood,3418141,0,1993
27017,Busby Berkeley,5.450124688,For Me and My Gal,4371000,802000,1942
35151,Frank Perry,0,Hello Again,20419446,0,1987
21544,Mark Herman,0,Hope Springs,0,0,2003
43846,George B Seitz,0,Love Finds Andy Hardy,0,0,1938
40894,Delbert Mann,0,Lover Come Back,8,0,1961
11546,Alan Metter,0,Police Academy: Mission to Moscow,126247,0,1994
59427,Jack Couffer,0,Ring of Bright Water,0,0,1969
18387,John Milius,0,Big Wednesday,0,11000000,1978
71125,Robert Altman,0,Fool for Love,0,0,1985
34748,Peter Webb,0,Give My Regards to Broad Street,0,0,1984
132725,Ron Judkins,0,The Hi-Line,0,0,2000
26331,Herbert Ross,0,The Last of Sheila,0,0,1973
41774,Gillies MacKinnon,0,The Playboys,0,0,1992
52959,Robert Wise,0.977653631,Star!,14000000,14320000,1968
24004,Edmund Goulding,0,We're Not Married!,0,0,1952
46976,David Leland,0,Wish You Were Here,0,0,1987
17481,Alfred L Werker,0,The Adventures of Sherlock Holmes,0,0,1939
52560,Robert Shaye,0,Book of Love,0,0,1990
42658,Robert Wise,0,Helen of Troy,0,0,1956
27118,Sidney Lanfield,0,The Hound of the Baskervilles,0,0,1939
18333,Ingmar Bergman,0,Hour of the Wolf,0,0,1968
42345,Martin Ritt,0.2,The Molly Maguires,2200000,11000000,1970
18398,Lewis Allen,0,Suddenly,0,0,1954
54800,GeneviAve Jolliffe,0,Urban Ghost Story,0,0,1998
20849,Curtis Bernhardt,0,Possessed,0,0,1947
57544,A�lex de la Iglesia,0,Dying of Laughter,0,3000000,1999
53779,Sam Wood,0,Kings Row,0,0,1942
16661,Ted Wilde,0,The Kid Brother,0,0,1927
16661,JA Howe,0,The Kid Brother,0,0,1927
80708,Robert Z Leonard,0,The Divorcee,0,340,1930
76516,Michael Lehmann,0.0971544,Meet the Applegates,485772,5000000,1991
33441,Kouji Morimoto,0,Robot Carnival,0,0,1987
33441,Hiroyuki Kitakubo,0,Robot Carnival,0,0,1987
33441,Yasuomi Umetsu,0,Robot Carnival,0,0,1987
33441,Atsuko Fukushima,0,Robot Carnival,0,0,1987
33441,Hiroyuki Kitazume,0,Robot Carnival,0,0,1987
33441,Takashi Nakamura,0,Robot Carnival,0,0,1987
33441,Manabu Oohashi,0,Robot Carnival,0,0,1987
33441,Hidetoshi Amori,0,Robot Carnival,0,0,1987
33441,Katsuhiro Atomo,0,Robot Carnival,0,0,1987
47819,Neal Israel,0,Americathon,0,0,1979
21793,Janice Karman,0,The Chipmunk Adventure,0,0,1987
18712,Allan Dwan,7.8,Sands of Iwo Jima,7800000,1000000,1949
831,Joseph M Newman,0,This Island Earth,0,800000,1955
10484,Francis Veber,0,The ComDads,0,0,1983
37658,Mervyn LeRoy,0,Anthony Adverse,0,0,1936
26516,Richard Brooks,0,Blackboard Jungle,0,0,1955
110598,Jane Wagner,0,Moment by Moment,0,0,1978
10573,Bakhtyar Khudojnazarov,0,Luna Papa,0,0,1999
113290,Mark Jonathan Harris,0,The Long Way Home,0,0,1997
26451,Elio Petri,0,Investigation of a Citizen Above Suspicion,0,0,1970
111605,Nancy Savoca,0,True Love,0,0,1989
54568,Mitchell Leisen,0,To Each His Own,0,0,1946
28571,William Wyler,0,The Heiress,0,2600000,1949
27686,Walter Lang,0,State Fair,0,0,1945
123665,Harold S Bucquet,0,Dragon Seed,0,0,1944
123665,Jack Conway,0,Dragon Seed,0,0,1944
43336,Robert Wise,0,Executive Suite,0,0,1954
62000,Jean Negulesco,0,Johnny Belinda,0,0,1948
9372,Morgan Spurlock,439.6165846,Super Size Me,28575078,65000,2004
41495,Mervyn LeRoy,0,Johnny Eager,0,0,1941
52362,Clifford Odets,0,None But the Lonely Heart,0,0,1944
662,Chris Marker,0,La JetÃ©e,0,0,1962
41799,Terence Davies,0,"Distant Voices, Still Lives",0,0,1988
49633,Cecil B DeMille,0,The King of Kings,0,2500000,1927
43805,King Vidor,0,Northwest Passage,0,0,1940
16559,Albert Lewin,0,The Picture of Dorian Gray,0,0,1945
44695,Tom Laughlin,100,The Born Losers,36000000,360000,1967
31217,Masaki Kobayashi,0,The Human Condition I: No Greater Love,0,0,1959
8341,Pan Nalin,0,Samsara,0,3000000,2001
36488,Garson Kanin,0,Bachelor Mother,0,0,1939
19414,Charles Walters,0,Please Don't Eat the Daisies,0,0,1960
60595,Conrad Rooks,0,Siddhartha,0,0,1972
15794,Raoul Walsh,0,White Heat,0,0,1949
13188,Brian Desmond Hurst,0,Scrooge,0,0,1951
12651,Michael CatonJones,0,Memphis Belle,0,23000000,1990
886,Norman Jewison,0,The Cincinnati Kid,15260000,0,1965
9791,Steve Buscemi,0,Animal Factory,0,0,2000
27554,Jerry Schatzberg,0,The Panic in Needle Park,0,1645000,1971
26973,Louis Malle,0,Pretty Baby,0,0,1978
38582,Jun Fukuda,0,Godzilla vs. Mechagodzilla,0,0,1974
9542,Robert Harmon,0.974144667,The Hitcher,5844868,6000000,1986
17820,George Sidney,4.782608696,Show Boat,11000000,2300000,1951
26175,Richard Thorpe,0,Ivanhoe,0,0,1952
31146,Tom DiCillo,0,Box of Moonlight,0,0,1996
20506,ShAhei Imamura,0,The Eel,0,0,1997
37696,Nicolas Winding Refn,0,Fear X,0,0,2003
136,Tod Browning,0,Freaks,0,0,1932
47653,Charlie Chaplin,0,The Immigrant,0,0,1917
10970,Mel Brooks,0,Silent Movie,0,0,1976
28162,Emeric Pressburger,0,A Matter of Life and Death,0,0,1946
28162,Michael Powell,0,A Matter of Life and Death,0,0,1946
42812,Clarence Brown,0,Anna Christie,0,0,1930
28159,Jerry Jameson,0,It Lives By Night,0,0,1974
20676,Bill Duke,0,Deep Cover,0,0,1992
3019,Rouben Mamoulian,0,Dr. Jekyll and Mr. Hyde,0,0,1931
29353,Edward F Cline,0,My Little Chickadee,0,0,1940
17761,William A Wellman,0,The High and the Mighty,0,0,1954
20277,Norman Tokar,0,The Ugly Dachshund,0,0,1966
10204,Frank Coraci,0.656171773,Around the World in 80 Days,72178895,110000000,2004
3515,Mike Hodges,0,I'll Sleep When I'm Dead,490964,0,2003
9472,Rawson Marshall Thurber,8.3861155,DodgeBall: A True Underdog Story,167722310,20000000,2004
594,Steven Spielberg,3.65695425,The Terminal,219417255,60000000,2004
8981,Shona Auerbach,0,Dear Frankie,0,0,2004
12153,Keenen Ivory Wayans,3.056391216,White Chicks,113086475,37000000,2004
1944,Tod Williams,0,The Door in the Floor,0,0,2004
11036,Nick Cassavetes,3.986318241,The Notebook,115603229,29000000,2004
1997,JeanJacques Annaud,0.834524161,Two Brothers,62172050,74500000,2004
15237,Irwin Winkler,0,De-Lovely,0,20000000,2004
205481,Kristian Levring,0,The Intended,0,0,2002
11572,Chris Delaporte,0,Kaena: The Prophecy,8500,0,2003
11572,Pascal Pinon,0,Kaena: The Prophecy,8500,0,2003
19096,Edward Dmytryk,0,Back to Bataan,0,0,1945
72096,Howard Brookner,0,Bloodhounds of Broadway,0,4000000,1989
11939,Sam Wood,0,A Day at the Races,0,0,1937
47555,Nicholas Ray,0,Flying Leathernecks,0,0,1951
24236,Robert Butler,0,"Now You See Him, Now You Don't",0,0,1972
80218,Zev Berman,0,Plain Dirty,0,0,2003
26520,Paul Mazursky,15,Bob & Carol & Ted & Alice,30000000,2000000,1969
43897,David Butler,0,The Littlest Rebel,0,0,1935
29456,Christoffer Boe,0,Reconstruction,0,0,2003
21386,Will Vinton,0,Will Vinton's Claymation Christmas Celebration,0,0,1987
24908,Laurent Firode,0,Happenstance,0,0,2000
9256,Josef Fares,0,Kops,8,0,2003
25783,Oliver Stone,0,Comandante,0,0,2003
8991,Michael Spierig,0,Undead,0,0,2003
8991,Peter Spierig,0,Undead,0,0,2003
44691,Jerry London,0,The Scarlet and the Black,0,0,1983
23378,James Lapine,0,Into the Woods,0,0,1991
3293,Martyn Burke,0,Pirates of Silicon Valley,0,0,1999
36947,Mark Achbar,0,Manufacturing Consent: Noam Chomsky and the Media,0,0,1992
36947,Peter Wintonick,0,Manufacturing Consent: Noam Chomsky and the Media,0,0,1992
54028,Vincente Minnelli,0,The Clock,0,0,1945
17645,John M Stahl,0,Leave Her to Heaven,0,0,1945
10448,Kevin Reynolds,0.0152535,Rapa Nui,305070,20000000,1994
57684,William A Wellman,0,Roxie Hart,0,0,1942
61487,George Hickenlooper,0,Mayor of the Sunset Strip,0,0,2003
14365,Chen Kaige,0,Killing Me Softly,0,0,2002
29383,Pekka Parikka,0,The Winter War,0,4414000,1989
10606,Stewart Raffill,0,The Philadelphia Experiment,0,21000000,1984
42988,Arthur Hiller,0,The Wheeler Dealers,0,0,1963
16136,Ernest R Dickerson,4.029376,Juice,20146880,5000000,1992
58669,Holly Goldberg Sloan,0,The Secret Life of Girls,0,0,1999
42407,Irvin Kershner,0,The Flim-Flam Man,0,0,1967
6081,Blake Edwards,0,Revenge of the Pink Panther,49579269,0,1978
12577,GArard PirAs,0,Riders,0,0,2002
36561,Ole Bornedal,0,I Am Dina,0,0,2002
49814,Gillies MacKinnon,0,The Escapist,0,0,2002
13696,Michael Curtiz,0,Angels with Dirty Faces,0,0,1938
44494,Jean Vigo,0,Zero for Conduct,0,0,1933
15484,John Cassavetes,0,Shadows,0,0,1959
36672,Heiner Carow,0,Coming Out,0,0,1989
2330,GArard PirAs,0,Taxi,268254,0,1998
2334,GArard Krawczyk,4.517048828,Taxi 3,65497208,14500000,2003
64204,Robert Frank,0,Pull My Daisy,0,0,1959
64204,Alfred Leslie,0,Pull My Daisy,0,0,1959
13398,Satoshi Kon,0,Tokyo Godfathers,0,0,2003
2912,Claude Chabrol,0,The Butcher,0,0,1970
701,Buster Keaton,0,Our Hospitality,0,0,1923
701,John G Blystone,0,Our Hospitality,0,0,1923
10631,Carl Reiner,0,All of Me,0,0,1984
43466,H C Potter,0,The Farmer's Daughter,0,0,1947
2202,Fred M Wilcox,0,Lassie Come Home,0,0,1943
76076,HC Potter,0,The Time of Your Life,0,0,1948
10780,Garry Marshall,14.20909667,Overboard,26713187,1880006,1987
3484,Charles Brabin,0,The Mask of Fu Manchu,0,0,1932
3484,Charles Vidor,0,The Mask of Fu Manchu,0,0,1932
19590,David Butler,0,By the Light of the Silvery Moon,0,0,1953
23724,Daniel Mann,0,BUtterfield 8,0,0,1960
26596,Nicholas Ray,0,Johnny Guitar,0,0,1954
44925,Nancy Meckler,0,Sister My Sister,0,0,1994
29264,Luis BuAuel,0,The Exterminating Angel,0,0,1962
33994,Bernard Rose,0,ivans xtc.,0,0,2000
1777,Michael Moore,19.8524195,Fahrenheit 9/11,119114517,6000000,2004
11584,Fred Schepisi,0,Roxanne,40050884,0,1987
9901,Emmanuel Goldstein,0,Freedom Downtime,0,0,2001
202475,Robb Moss,0,The Same River Twice,0,0,2003
26811,Freddie Francis,0,Dr. Terror's House of Horrors,0,0,1965
38631,Paul Barnett,0,Confessions of a Burning Man,0,0,2003
38631,Unsu Lee,0,Confessions of a Burning Man,0,0,2003
54022,David Salle,0.09737575,Search and Destroy,389503,4000000,1995
23522,Hal Hartley,0,The Book of Life,0,0,1998
207625,Sturla Gunnarsson,0,Such a Long Journey,0,0,1998
22094,Walter Hill,1.851851852,Hard Times,5000000,2700000,1975
161080,Imogen Kimmel,0,Secret Society,4275,0,2000
11884,Nick Castle,1.915552667,The Last Starfighter,28733290,15000000,1984
21871,Marvin J Chomsky,0,Tank,14134877,0,1984
30876,Ruggero Deodato,0,Last Cannibal World,0,0,1977
558,Sam Raimi,3.918831705,Spider-Man 2,783766341,200000000,2004
48732,Louis Schwartsberg,0,America's Heart and Soul,0,0,2004
80,Richard Linklater,5.923190741,Before Sunset,15992615,2700000,2004
10742,Pieter Jan Brugge,0,The Clearing,12520799,0,2004
9477,Antoine Fuqua,1.696398808,King Arthur,203567857,120000000,2004
8699,Adam McKay,3.483622615,Anchorman: The Legend of Ron Burgundy,90574188,26000000,2004
9893,Joe Nussbaum,0,Sleepover,0,0,2004
11247,Mark Rosman,3.687784684,A Cinderella Story,70067909,19000000,2004
2048,Alex Proyas,2.8936243,"I, Robot",347234916,120000000,2004
436,Joshua Marston,0,Maria Full of Grace,0,0,2004
61391,Raoul Walsh,0,Distant Drums,0,0,1951
18643,Gordon Douglas,0,Follow That Dream,0,0,1962
67297,Fernando Trueba,0,The Girl of Your Dreams,0,0,1998
31948,David Greene,0,Gray Lady Down,5438927,0,1978
43004,Sidney Lumet,0,Long Day's Journey Into Night,0,0,1962
45793,Arthur Hiller,0,Man of La Mancha,0,0,1972
46495,Hubert Cornfield,0,The Night of the Following Day,0,0,1968
45874,Kirk Douglas,0,Posse,0,0,1975
65994,Henry Hathaway,0,Prince Valiant,0,2970000,1954
19014,Hugh Wilson,0,Rustlers' Rhapsody,0,0,1985
10754,Krzysztof KieAlowski,0,A Short Film About Killing,0,0,1989
30054,Anthony Mann,0,The Tin Star,0,0,1957
36630,Sam Pillsbury,0,Zandalee,0,0,1991
39770,Catherine Breillat,0,Brief Crossing,0,0,2001
36627,Jerzy Hoffman,0,The Deluge,0,0,1974
11897,John Ford,3.333333333,How the West Was Won,50000000,15000000,1962
11897,George Marshall,3.333333333,How the West Was Won,50000000,15000000,1962
11897,Henry Hathaway,3.333333333,How the West Was Won,50000000,15000000,1962
11897,Richard Thorpe,3.333333333,How the West Was Won,50000000,15000000,1962
43443,Victor Fleming,0,Joan of Arc,0,0,1948
54300,John Dower,0,Live Forever,0,0,2003
58925,Joseph Losey,0,Mr. Klein,0,0,1976
2502,Paul Greengrass,3.84666956,The Bourne Supremacy,288500217,75000000,2004
314,Pitof,0.82102379,Catwoman,82102379,100000000,2004
18923,Michael Mayer,0.238300769,A Home at the End of the World,1548955,6500000,2004
146373,Rory Kelly,0,Some Girl,0,0,1998
5228,Bob Rafelson,4.970953,Stay Hungry,24854765,5000000,1976
12206,Fritz Lang,0,The Testament of Dr. Mabuse,0,0,1933
16539,Paula van der Oest,0,Zus & Zo,0,0,2001
75046,Douglas Sirk,0,Battle Hymn,0,0,1957
74012,Archie Mayo,0,Crash Dive,0,0,1943
26126,Kirsten Sheridan,0,Disco Pigs,0,0,2001
15876,Dick Powell,0,The Enemy Below,0,0,1957
26300,Tony Randel,0,Fist of the North Star,0,7000000,1995
68064,Ford Beebe,0,Flash Gordon Conquers the Universe,0,0,1940
68064,Ray Taylor,0,Flash Gordon Conquers the Universe,0,0,1940
12625,Paul Wendkos,0,Guns of the Magnificent Seven,0,0,1969
45520,Dick Powell,0,The Hunters,0,0,1958
46767,AgustA Villaronga,0,In a Glass Cage,0,0,1987
55848,Robert Bresson,0,Lancelot of the Lake,0,0,1974
42525,James Clavell,0,The Last Valley,0,0,1971
43417,George McCowan,0,The Magnificent Seven Ride!,0,3000000,1972
15244,Robert Bresson,0,A Man Escaped,0,0,1956
